Number;Number 1;Number 2
56775;77225;62816
93148;66859;12865
2390;13021;72338
46852;52115;68172
68108;52911;24900
71855;88314;95901
14171;12952;25541
50655;26498;21187
37674;90933;58506
57454;14790;24015
78838;71727;48226
54192;26785;54954
88415;59669;27579
70493;22161;47260
5465;40612;40416
95039;18243;85852
48856;95258;66815
38099;40519;98577
57216;8098;25929
79357;56600;67291
16207;65271;77051
96305;40525;37561
12006;39918;59719
64626;22944;98850
55533;45966;42005
37182;2812;86039
9561;62704;70352
9503;44519;10769
98938;89905;25622
62328;35242;15754
92146;83777;17835
5366;66754;10000
96395;32888;80100
71114;53743;96581
34792;45100;2243
51310;45554;54896
31541;7094;64237
83189;61292;46247
54141;30884;48373
94935;8977;15863
58364;24054;52003
551;70833;38823
44171;28242;53244
3243;61717;99606
54147;73088;18512
62500;94947;12133
41991;25784;3896
75928;77872;21576
15924;78426;30872
82474;84982;57619
65037;69186;67088
30228;8674;79167
84764;42793;70565
13041;68849;54373
25393;40102;65864
23796;22994;32225
89322;97790;30983
30982;50850;71569
18018;27783;2677
47948;50432;90693
58545;3434;59176
80513;12392;91592
95675;66879;64873
37997;2328;99130
51113;70112;11327
92515;89267;70601
4380;7222;64150
96692;46332;78059
12817;46307;31764
75694;94155;22598
39859;83010;84682
98364;50221;59372
47061;18622;86332
7930;27765;4792
20061;68094;23996
27794;26018;41283
89514;91251;46978
22233;40243;60557
78800;87795;44821
80373;41079;93629
61174;85086;97882
61230;64922;21745
17578;93478;48642
89940;72321;92256
26951;57119;92109
57966;48653;20307
82860;54484;35427
73425;32807;82947
61185;69520;43717
59914;84149;91087
93267;41879;82557
36716;60809;15738
83601;79625;42980
12520;15204;71183
45657;92297;78515
25018;15056;35883
2493;23753;48060
23571;87687;34654
99573;73748;77706
22448;40132;5181
689;23822;54095
79419;37373;15016
20444;78352;31063
68147;80906;69621
10516;54373;59987
21472;60869;75404
96569;46699;70271
69415;34121;55503
88815;56973;46481
36914;62875;90569
48085;8584;84136
95272;93313;90202
60722;76014;43107
71362;66875;6732
61746;92596;79138
68701;68229;9925
41442;68671;97950
92352;955;63371
62482;53278;79795
18174;38255;34532
47719;54747;34102
50189;88726;52119
19681;27281;45359
61737;10146;48749
54570;55319;37677
29461;38144;75690
86535;20036;40132
68204;34516;99163
72390;3438;56376
82583;76929;51181
84670;30957;6071
62138;14132;80377
15041;12548;29299
84341;65955;87157
86378;76032;93623
15748;49275;94716
26169;18642;63872
76632;24084;9834
11330;33823;78271
43317;54164;90430
25096;95989;95876
8784;84038;71427
26739;62402;86155
61153;75815;52553
61971;98255;40049
35377;85458;26537
57109;55907;41325
94380;74701;76545
85064;51758;22170
27695;40540;61295
98518;39854;70214
87167;48331;45852
31083;58885;43255
87130;14116;4484
86235;16750;20156
5721;55697;26772
6885;85052;7082
1725;89895;15746
76825;59280;52254
85382;1002;11407
75201;62931;79432
83973;5575;66462
69126;11726;68573
15620;98110;6665
53513;40511;49219
8118;69387;29327
1224;42512;18049
23267;39820;36838
52396;5740;85753
1848;70893;89510
13210;3926;79927
12705;94222;47191
15426;79650;93626
84627;37637;48409
42823;89708;45496
60774;63030;82089
89680;50600;31102
32111;6911;10937
13747;38944;82196
88986;99064;28510
85385;52303;87346
55442;25671;94650
50917;26046;78806
32352;41017;46938
34759;48748;24354
14463;86373;55590
76450;43070;63025
81173;24549;22936
75740;80635;59549
14652;88844;46588
62141;71694;46355
79116;86929;51821
88487;4364;3061
78714;29509;8207
85229;50010;20633
60208;34414;79899
60147;56612;19597
85682;43996;31513
62295;39516;69859
40042;63030;45698
80509;72423;19812
43850;35955;67884
83624;64806;58324
88249;52324;91150
23104;85975;62170
77347;73036;87714
36440;83388;54067
49752;12136;73584
33424;97451;9885
22715;27089;17922
11333;4787;64913
10368;93031;97174
6342;88360;54199
69403;46508;44717
68308;68208;57544
41601;51719;75169
3203;299;29445
87705;50534;26734
83676;56882;66325
10027;20828;36809
89875;56109;65006
60809;82584;76052
38892;7523;48675
32199;46112;8567
88184;91804;26204
66905;56777;58101
52183;89050;52767
17142;41849;92276
79336;27400;50005
56288;37822;27532
86209;37541;77392
3686;16249;54907
90604;19004;29181
24316;86828;56027
22621;84974;17795
91284;8768;98530
55139;7531;43103
48186;98916;50143
71756;46799;33915
69938;51834;14328
99455;4079;31745
45082;29498;21620
51662;64383;8908
76791;57455;87310
4812;86285;97630
56887;32202;7237
82024;74257;48217
94567;80460;47419
87778;41734;42088
10792;1574;4423
59869;24644;71689
31820;71757;82670
38797;16107;43270
51254;86738;27746
7333;8776;26873
80744;52085;61171
99401;55093;56786
79576;63177;88222
85456;93535;4753
17151;8081;92038
42932;50495;67384
78403;33202;44926
38022;81130;23563
39669;34539;18143
69289;48269;48312
46807;1339;61611
56867;88793;69128
49083;89034;52380
55982;88685;30224
61054;98285;93734
48969;23601;97077
15935;23375;88945
43728;2439;15485
13131;51008;43820
37285;56207;18826
70;19079;20298
19570;36787;72841
1694;8546;84913
21645;18517;89151
25945;53536;33028
76544;70294;9988
19038;95762;14631
46105;55942;56965
51361;55172;35731
26570;39936;49047
27704;27064;84129
5897;92618;37809
67051;42059;80982
85901;99791;31251
30067;14066;57298
76388;36575;48896
45596;6659;35130
57466;78658;80377
17679;59853;72038
23471;52490;82852
85764;38415;28266
54598;50696;56941
55201;38262;43320
997;50689;53160
37936;1596;2799
59537;98937;92376
47443;10934;56420
63245;11986;70400
34272;76448;87716
28883;22174;86891
36167;99044;37623
58449;14317;79892
23233;76029;37286
59749;36005;99926
98578;16970;13195
57245;27972;43325
83402;34876;38717
44324;44193;18932
79639;68139;56767
44466;4360;32050
83706;37128;42818
85209;54817;70796
67455;84901;4450
80908;11853;86752
63769;32013;63956
96242;37048;34250
80928;48767;66992
15851;12244;84667
38958;76236;64546
90397;88658;34155
72055;35403;57567
82996;41282;16213
95770;84046;68717
8827;30593;88864
59620;37099;67031
25203;40216;18963
44743;87477;43374
59479;98383;36050
74848;49275;994
89856;47909;67081
30281;84417;40012
45464;28742;46140
2350;22938;96813
46313;87290;87363
25351;45976;37509
21456;89728;54226
97363;37939;20813
28937;23662;39904
35694;2860;14384
87177;27565;70889
64706;61419;88977
486;43520;64244
67288;23427;27631
98326;46836;52956
79845;11353;13843
48204;93994;44819
36194;78298;99935
64666;62942;49190
95961;10500;16524
53512;78862;96088
73447;56032;93100
78613;90994;45142
70085;37384;23268
42455;49544;98212
42135;81975;53243
83941;78526;49570
51486;42701;70308
93722;8171;33519
32827;18641;4358
62909;67408;27694
78266;53434;41213
60607;16529;89740
56470;61855;38415
87388;85208;62978
65321;5402;60689
8992;63299;14639
95487;693;68601
78768;428;19568
1868;87265;75833
93131;37950;80980
57021;25322;42212
76861;21466;44744
69368;45582;9439
87889;43110;81655
15766;37713;70223
17172;86373;58605
86992;35049;5265
12997;40118;48157
6741;83060;43611
52348;44305;87072
75854;33799;6945
32807;96285;24759
68940;86110;63190
89076;16511;23126
55043;10740;75676
58246;37608;99658
12534;48547;85342
28173;91976;63163
43801;89082;86813
30956;84640;41150
20846;10342;70452
18636;35101;58738
74210;82727;66559
74793;36591;60178
52758;64548;87478
16550;12870;79910
88520;78312;51230
81631;85581;42508
16182;17751;10414
48151;29361;17958
71381;28791;36125
64202;97751;13419
34648;26848;17977
61593;30676;91582
45683;15008;59593
93992;93259;11645
85884;60429;50805
99962;64978;3784
36667;61773;18164
156;88320;94625
9516;72244;36989
13106;5896;73608
9241;40854;68124
45494;18246;11036
57027;19217;99234
76642;93389;81462
69960;9838;84769
80323;54160;25847
56893;32982;25053
2587;51704;59178
79473;13305;83945
11145;48142;50662
82652;63053;38192
28194;18935;12196
9172;4832;97280
52668;3922;14323
49944;47031;5468
17159;4680;50599
48208;6207;91569
57570;46903;97882
15911;87545;99533
14811;89448;7883
68421;25451;27477
48173;70970;14133
36841;85323;1178
36008;88875;43687
84214;69432;4870
99512;52242;58541
4824;84646;9731
79289;87943;64061
53649;28740;75687
72680;4197;76269
87751;10417;62460
65930;39822;12562
90767;9158;62910
31277;67041;54483
97611;324;45195
27485;71856;70899
5423;69575;12099
54584;68034;6023
64044;60838;64457
16426;10302;71073
4411;43128;59403
10325;72063;7455
72564;43781;40945
78080;45740;45836
86400;69771;33666
94925;46343;44592
31454;4132;37164
17138;2479;53362
20551;85557;34406
8387;11647;63255
2473;49104;842
75514;10514;78065
83910;11346;30877
25041;17720;49327
314;83275;74370
42982;53655;78207
51424;21955;89544
85881;10488;92908
23257;58043;81582
19756;78264;53288
84758;31745;32400
28242;82409;24945
71031;63015;6992
52977;57653;16422
89712;12972;78932
67925;57946;94284
39903;62267;31190
34407;17847;38574
23506;42557;45251
62329;98920;24084
21536;13952;81309
47426;36183;79513
2149;43558;28105
38550;75811;18241
67894;45310;29549
17276;76260;32930
54328;36084;49127
44276;98914;42364
70380;47140;5696
17386;35300;72957
64001;69011;15860
274;757;62853
88068;48883;34881
67122;4556;49775
37592;42748;26131
27547;13633;11488
2515;76230;50896
64916;59539;78919
7875;41975;63220
61632;40930;54090
82656;75156;521
74359;11660;1426
84654;79047;90272
38981;85954;49440
96362;34431;91039
62082;7157;85540
69132;82426;75671
97323;38641;14149
61242;24032;2920
85009;20741;68310
89304;23964;46740
59081;18488;58310
97269;52379;11996
73316;87317;31755
28397;81730;22371
28805;57688;58106
18609;25594;93764
60735;44734;33349
1682;14787;33699
72679;75341;45104
59413;56308;86075
37360;75249;28093
24168;19123;63494
65952;80440;84186
56622;76377;48678
21978;5930;42119
16765;735;6198
82894;63926;14397
30016;69326;95176
79068;30165;51412
59030;16604;78789
33529;75423;14821
15180;51984;69760
53050;47083;73517
99783;92923;95038
4778;61079;27433
65926;73758;80653
91825;65998;76377
710;54658;73441
44191;7467;92964
54205;10802;96003
81542;58392;58629
86585;76013;5376
48600;66502;37098
41272;7087;6504
75163;22610;20429
23243;40837;91638
99329;49284;90401
99091;76367;31624
61851;49196;81233
36466;44346;81885
14094;48795;68131
6126;45376;71248
76127;716;14661
32361;50245;87406
33548;51853;69574
84809;33583;92061
48467;20416;78025
49654;48470;3517
37735;33670;92913
87456;18867;50233
77458;19834;70961
96247;13700;10416
70575;61428;25870
65920;6873;1403
1380;48409;58147
65918;14991;54858
98590;2419;3392
16547;21597;74054
11571;45181;32838
2261;25700;45684
20025;63647;71369
82178;41055;31629
82777;33542;52198
91137;31298;30613
32942;35289;94892
75503;18614;21802
11931;99689;28782
6593;48725;68554
70398;86871;12324
82459;19783;51100
53206;20893;80271
47644;79233;94477
81175;21891;28405
59205;65470;62651
37026;41825;37386
38840;39453;42534
25242;83391;92561
47738;64934;72899
96342;20986;24179
66336;69433;40827
34145;39107;93837
7955;37354;86162
3130;18530;28526
34855;47237;38933
13114;75662;68685
31214;82643;3819
38120;38347;90499
62433;99985;15725
15208;7874;16536
89381;78484;94191
74486;31883;68353
78959;27225;90416
26052;29721;97382
73662;74026;28142
46446;52665;69513
96475;63968;56427
46179;57548;98503
18160;5029;94
63797;62762;45341
71806;21424;34094
38726;16787;97212
59297;38383;92363
73341;431;58632
7538;54835;86642
96569;26480;76393
76592;67598;47087
43868;35317;30886
78135;73684;89262
81562;15807;28606
75812;27539;89128
783;64298;39201
65038;27971;6205
55913;56024;44926
29387;88897;10586
71951;50132;36308
66356;90122;78956
11656;74174;7414
83676;94309;93900
11550;62255;96544
75860;20063;88253
2365;19451;73438
58298;77251;79372
13401;83159;9421
47990;66681;57113
59455;39778;65850
1524;79909;43643
46565;70431;67429
31049;88898;44211
83147;5505;21587
83201;26510;89579
18949;64615;69815
38825;68337;59010
34102;80365;56442
4588;34991;34760
15147;30662;96227
43847;43131;69385
64726;98974;12719
11941;96046;14511
89875;14850;84288
99180;9141;97646
77203;93776;2034
70218;35170;17552
56606;9669;67551
21331;26143;7044
74353;42461;75969
19669;25970;23719
4085;23506;69831
91635;20884;52094
64094;67857;65167
44512;15835;78292
88232;84383;74804
53012;16365;89179
75253;52642;90359
54271;38862;10966
8746;55078;69993
52608;18241;57657
43206;1217;65818
478;70258;3552
30416;25856;40994
87677;50361;54646
44879;61292;75544
20601;92335;57978
91976;31259;55771
25220;35031;31196
90337;85210;64517
26861;5999;93614
36968;33324;92340
42863;56123;52052
99594;50696;9148
86259;72997;86178
92987;86657;39716
5296;64342;4387
83688;34607;95460
19027;1973;11943
36718;45143;32259
17197;20062;52489
29727;18134;30073
11880;26310;63326
10680;46602;10878
48064;66553;35800
3214;17264;3961
55667;67861;22575
27304;63446;20137
90594;66965;10046
39753;68403;97258
59593;94717;68583
47683;45646;4344
73767;2623;69728
65939;84763;76520
43492;83129;73966
4137;5200;86685
18075;68684;6231
66823;64430;35034
40845;96516;29008
57966;64807;33502
81382;24970;12592
891;35286;7771
44669;56055;50887
50949;39699;98961
55922;55639;27043
28424;60060;89648
12355;96569;304
94205;1029;68695
2573;88223;79198
37934;45510;38303
42193;95464;84122
48826;22818;75607
18197;57938;75159
48839;99224;92869
46689;70258;58920
46329;14821;39334
1060;67766;73424
49346;93931;59000
40134;83337;60297
94700;87511;35678
51097;65943;78178
86931;69569;20553
78874;43830;61457
34441;1845;75160
65703;70042;36590
14767;89749;71042
73839;24620;13066
98621;93228;61272
24242;5943;93663
51172;1386;3386
55122;2878;46585
28652;27796;30556
29297;19796;28454
97352;28472;52264
32821;85697;53341
33772;58621;79160
54335;94052;69091
91415;74925;51233
88595;57599;15087
12092;3446;20630
54883;25316;82553
28124;73168;12789
36815;21406;20800
77812;10967;2547
16565;24806;78603
89515;81676;31866
6413;45603;8914
19488;18473;96098
68766;89129;7114
1720;20270;81651
91718;19257;52290
36799;3608;7265
44152;29675;90643
59980;62490;90661
91406;67049;84022
17484;73523;67592
73659;28034;40407
57514;81570;4116
90209;72746;238
91145;26484;29585
92005;62413;61027
71460;50817;61647
85840;3368;55239
20947;58695;82111
25742;68320;77052
78211;56032;68036
85703;43559;8273
56361;54148;60971
20844;50957;32824
58325;29839;67884
24911;56926;26759
75585;65256;59099
97538;71741;97178
46756;45322;66640
29137;8141;52781
85746;81287;12202
59395;93603;57125
27619;50453;47057
23024;89359;47720
87877;30683;87576
71970;44548;79941
11109;33415;36395
2881;21105;6238
75954;76852;67824
48022;71504;55061
63123;89791;88595
22578;15327;72219
56080;47665;50252
12473;10615;45541
72361;2319;85127
38168;36710;6650
39007;40908;26014
85753;93878;3245
80347;97126;90402
44838;9854;79831
91182;83611;90498
74859;34594;26202
89679;27140;54379
41017;40382;81734
72584;36050;94770
98956;59372;55511
82707;36297;75136
39582;61205;74239
90771;2336;78723
47387;99677;13342
44508;17963;31810
91785;27037;6354
10164;71690;99051
15059;55477;43459
85035;94975;14256
44308;77176;41038
80899;50496;32594
62133;88684;9886
37547;35027;3832
56912;40712;36566
26487;55818;93735
88763;95878;71886
56571;41388;21972
51108;6377;43089
94871;16855;93287
20454;97011;46061
31675;98764;65771
30961;62992;54061
60058;95818;5082
69021;88041;87769
33311;73489;67950
29281;23270;37434
14578;1622;6887
34134;70174;98511
503;63705;27846
18188;48588;55147
20077;2064;34010
61721;73256;10189
15902;94233;1003
20210;54423;47169
25487;89495;41882
7576;13072;13239
42284;45714;75503
53482;87738;64788
57346;94337;2400
71450;2096;73644
57010;19468;15624
44649;13990;8995
72346;98645;1216
98499;16171;4071
94797;16898;91943
65805;88585;71529
28152;83701;80931
85343;47519;63125
16868;66301;9252
18954;52363;8034
105;20393;36548
23789;21153;42569
28915;15907;55378
55438;95770;99329
5119;13391;48337
18636;199;6983
38962;19575;46505
12449;22676;35349
38627;28393;37257
19901;62703;12311
23156;28694;97516
72971;77071;11326
28185;43200;97285
23798;85889;31343
46515;16849;14263
72007;76041;18346
6539;84584;7437
47493;80780;3744
505;78790;52691
10271;42643;24619
12400;41056;85105
71674;50624;5097
20106;22474;92826
65533;94867;63323
38317;15996;43003
92072;81227;19213
82556;27795;8610
23955;38625;8988
1417;92908;35702
7147;30485;46400
58820;66254;68519
15677;27389;46571
18531;5638;59767
78442;31165;25191
99024;17147;68907
30207;71901;75642
89570;6522;34805
29547;32081;11021
9037;25672;861
79683;95541;30872
87532;39502;99682
99659;39559;70106
87645;81178;84582
37476;90574;59373
27999;55584;62469
30588;39026;56313
88611;95918;23181
47666;37335;6945
7660;41442;6993
13745;2851;92614
42833;53224;37258
20854;24098;83596
50197;66496;89448
87291;93147;48389
57799;64718;66756
93566;57783;90843
22009;91499;98934
26619;582;73878
33470;81616;16078
61585;14076;59150
88700;19072;94106
37230;81534;89310
67848;90477;18799
93539;99428;57508
14991;16509;67936
67051;31119;81124
82758;17269;69482
35219;59665;29794
22621;25410;35755
27977;71178;31579
21211;48324;75850
63426;46967;65169
32941;91274;41675
50406;33698;58553
66112;4475;56444
21239;23260;23395
47309;35452;66537
96209;13244;54900
5526;48225;67546
86377;38288;93785
44175;80607;54390
49350;68444;90369
5821;12769;43801
18266;29863;70774
21791;69948;74846
91220;47495;52779
80558;88536;77560
99537;13486;22974
63789;7894;16704
12794;47289;18609
39020;58263;61718
84642;37332;93144
31209;79444;67014
873;30124;26097
33982;97012;35422
87892;18247;12186
95099;54854;71150
83523;39352;14201
10566;64296;26039
38306;64186;68096
58698;84989;60345
90633;49405;11358
48579;73181;44256
35152;98222;4232
73353;6092;70500
59374;57204;99484
92084;48946;49930
42218;17239;28668
88807;94298;86126
45303;15119;89981
366;66015;85413
13458;52633;74798
81344;9964;65635
91423;75095;41106
27421;91841;21918
25716;91001;88634
4913;36837;18203
3131;74712;44513
50242;30778;44507
99155;39379;49783
42876;26945;16003
38709;96216;87847
43918;82867;14558
72265;88401;1989
45285;7437;9199
52265;95110;27430
52862;30448;55772
65105;44083;56379
4559;31530;51376
82589;86444;29025
45933;64932;73272
85644;52429;61731
5960;29568;99742
59874;34185;84412
16707;94603;96832
52764;91476;1506
57724;28675;18156
28047;15061;38078
61149;53124;39536
61700;92517;15385
21725;59051;70501
36170;48406;78583
36037;84110;42200
43682;34660;46667
36934;52492;66512
57321;62946;39156
28355;93226;15892
78205;75724;20069
98609;12539;93334
18105;93862;8151
38137;39154;14379
49095;32041;39219
15946;72544;84840
49795;3315;69824
94728;69776;74857
27954;51415;58062
25399;26524;77690
60528;65004;53705
30747;3510;28526
58042;38806;10671
63178;71595;76669
42065;6801;84598
16511;56497;60143
13210;74307;370
98969;32150;80296
33808;19039;42941
20134;59893;94055
26277;54953;89245
1863;77780;17932
50795;95220;36838
71098;38011;89306
95195;40342;70676
22340;31878;25779
49568;53410;74402
64910;51203;24859
69216;89937;99800
14916;29163;4510
617;52262;96596
14;6147;82487
50253;27718;78044
46882;63856;35341
41311;61343;62122
39225;93453;73073
94962;59887;62457
26216;76204;92692
31802;72;85723
46940;66280;15485
55560;1922;87338
89332;80817;12803
67167;41599;47516
4705;469;21758
23803;91150;39128
5107;79122;70092
75986;12617;43244
92469;60323;6960
32358;39974;5819
15781;2488;99075
95220;9096;58357
86352;47097;60592
26673;99961;22897
35328;17499;87197
31628;85941;12162
74904;49893;72353
821;4449;18934
82493;63029;39543
49233;70636;63764
66224;33979;81155
89169;38829;93088
7736;83080;98388
9240;54520;79168
64395;49683;36718
39028;13002;15079
31164;50396;78265
74062;74320;2438
6475;11208;37126
17964;97438;904
64514;97519;33443
49362;47351;62260
92271;44340;78367
96047;92813;64303
26424;23259;11832
29376;44045;50031
25357;79212;54129
14548;98185;6897
88475;65755;44583
25831;56457;90285
99830;62459;41532
12196;58413;99717
27669;45319;33723
19373;28999;65005
23188;65410;65038
78606;87647;24569
23366;37446;27736
16481;4118;57464
29742;36455;84359
74004;72767;87960
37566;13308;50986
62648;64741;10315
73691;28843;42545
41518;60152;57668
69996;84433;88123
25434;95899;26341
7843;19121;77736
57914;49286;33752
42435;24239;99997
8127;46583;92117
31626;65187;39661
77188;16664;26167
48788;64195;77749
13670;96807;86823
10491;28990;41124
12883;48625;93554
72682;24180;16028
47825;44907;80589
92823;36773;34352
21352;74712;3643
77562;87383;22966
51127;98959;88803
72487;90925;26861
95039;71837;86902
31827;7864;28314
24942;18687;16390
51362;48289;17528
52830;52053;47081
36704;93478;41224
68478;56675;97771
32557;93460;17135
47078;90125;11881
17030;63877;26775
43910;40402;3555
56779;86221;71953
3425;91055;70870
59498;95013;88266
43647;66294;50194
50251;12544;40629
78620;85681;83347
28122;23686;732
87068;26089;93321
92307;3388;42907
52825;71642;13023
33992;68398;17950
65131;3206;44686
94610;54896;69490
38164;42681;78741
80305;7590;82270
65608;66728;83222
31642;46867;19620
72511;91492;12958
79414;12899;27848
3790;84352;11539
34252;59734;57463
61306;38995;29952
89069;7149;68632
17973;27105;60468
26342;46079;83125
29902;21564;79832
99535;65156;99781
29461;44506;99808
15390;55281;223
95443;10576;60097
22075;10668;11265
54807;73617;29983
93932;61761;1762
50137;81349;69981
34627;70870;75809
47356;71904;80624
36493;35710;64112
71684;52803;72539
88829;45583;74578
93205;63515;31851
13194;61799;52403
55944;44357;49457
4849;23771;49439
24172;92845;58981
49595;12285;85842
58237;75360;55834
11602;29685;51035
24773;63190;43017
83026;87086;56363
44226;7518;69987
2550;67188;56902
31193;3220;97869
74141;44390;97054
19920;26544;83174
74535;13026;84519
14004;22296;76674
72230;91822;2064
56545;15144;83557
10716;96302;46076
6315;31885;33574
45942;58598;46340
77281;899;2604
1103;57304;81920
4752;58603;6646
76020;18538;97922
78723;54896;25554
97266;45800;80893
81477;43930;80959
56002;90141;2283
17749;55498;57495
83778;77670;34082
53070;223;27063
54348;54513;96408
94468;42114;27850
17496;77216;33918
89315;7584;83177
88916;37534;54867
9685;44030;92979
92167;16840;81155
40486;19845;25755
55947;84151;54351
84324;21486;15699
36153;28893;72782
42004;16213;60951
87101;64752;16440
78071;62970;45678
2921;50255;807
24676;8547;25715
86623;10935;61263
57561;14715;39873
93655;98900;25421
85348;16524;83014
4539;31701;53989
50403;86174;37147
26705;95058;2169
57008;90764;80065
96054;68922;51897
65292;32429;68931
10674;4261;82100
88152;30125;13725
1043;34197;41896
39599;65015;14954
80200;55444;85506
117;76177;13098
2076;51656;93793
49327;61906;73075
10799;72389;9490
36968;46462;48782
80791;83155;32089
34488;89956;47228
34187;5210;36984
96096;87491;12671
23357;14974;10064
74742;45363;29954
61423;89590;36052
29822;93545;28010
60100;81010;93254
18208;16311;42954
47275;1791;62858
25742;90169;35416
98724;91481;73576
83282;43494;86740
42051;98260;41903
86767;3587;38742
75013;73478;98841
82765;64549;9806
36747;3897;17467
7414;10441;43077
18988;92442;80790
94824;61357;32646
54448;5550;68321
20069;80359;88298
6582;49482;7376
16613;7397;36394
7139;73469;18610
41435;39404;57002
85103;72952;25704
54540;74204;62939
52850;2268;73339
12701;59382;92143
20646;48330;99300
93161;89804;68678
94440;92176;53406
94105;18983;58508
99961;51156;51761
61384;35675;67390
37442;16757;92661
96857;17438;18940
52305;18543;16689
97871;91293;87399
44575;31988;50784
27157;73859;35894
51992;29207;18979
91272;98591;56642
18431;58907;63514
4159;1236;20208
13010;71252;15197
51411;50127;80994
88280;19649;61556
43326;17687;23766
17781;44539;67291
38804;92333;35800
82512;33602;31237
1713;7066;89479
90771;38883;44298
51831;59998;94950
59158;14549;4940
31898;68828;34340
26526;68174;14791
36341;62531;88154
90473;96660;45038
63070;38621;52885
19346;81631;82733
61023;66034;50339
99376;87477;10016
53776;46653;50848
95464;83453;9065
71929;21619;88625
46836;42446;10657
439;17974;69671
35943;51579;9327
81237;8757;37525
41486;18673;93951
81670;4994;78467
48139;90033;1752
27142;56504;73571
46284;87467;7962
35484;58340;45580
40279;46415;15918
81486;3735;71886
56474;29921;19888
71622;1496;47981
23722;71930;21236
59262;67332;68824
37632;5482;91427
87764;83741;9424
8676;14683;21022
88981;7096;9289
61190;41337;9009
34206;64957;69104
14472;33951;70839
94129;3712;18399
93139;93100;96952
6607;1718;60511
14500;22240;93637
59545;72006;66886
12418;22605;15533
54517;69638;98723
46057;95386;7210
84634;81637;99376
63880;39745;7557
26023;8537;99254
38136;85347;70613
83237;2390;95900
58595;89592;65633
54412;3157;49677
73966;38676;89745
41652;52895;96479
61415;10907;89791
28297;6266;64813
84401;19873;13284
27808;38344;21467
70519;20601;42169
29127;25514;61101
86165;50537;24469
80436;61238;26236
56647;9039;83868
65398;39642;69168
89292;40301;27146
25057;10197;16404
83953;28948;58163
83855;13721;33216
38331;46512;28772
17207;76348;7903
67806;14287;95881
24382;14513;31356
57045;30432;41799
47646;99893;20984
17952;76561;95575
20242;94170;56734
27078;4724;98126
5134;50937;9544
5822;42187;71062
90101;18892;1574
37458;19033;16318
10659;86333;93917
28042;51915;43712
20676;33362;37836
84962;84030;95458
77113;34746;67605
75751;98170;9214
61586;49259;10391
95668;33165;45529
18340;26538;18066
93664;85278;75048
30173;24793;95036
36372;64144;56184
56720;12801;11320
41465;37506;38795
99807;89064;9648
75134;2039;35787
13137;88870;74646
8665;37371;89932
78416;66059;66388
33558;28458;96562
74964;1102;56905
27711;41619;46348
73258;86526;56011
49236;92567;46193
42931;22406;96264
58834;88460;39432
76738;23327;23716
35735;22436;82016
4215;91372;305
23916;97940;28822
27779;72669;49927
45305;78794;35724
9834;21153;5602
4182;32690;40215
80382;25037;55356
81497;1727;69851
91240;13060;11005
89838;40167;37147
17589;79004;71816
87565;26175;39919
23968;89850;37135
85798;25150;30191
14354;43149;78651
34556;60640;45670
42586;36811;73766
39561;57260;54188
43271;19309;97174
71015;93867;89650
5670;90929;71819
35773;15044;60478
36840;28945;40915
69967;36745;56214
47806;97410;19910
25636;63733;78134
94300;83255;507
7858;68541;39164
55909;97216;27664
77937;61781;58668
85066;78538;15692
90306;48995;51738
70802;54289;65585
83137;99544;32755
98480;13171;39851
86593;77302;75609
57293;71444;25542
27822;82583;91929
45410;3697;43602
76464;71353;11825
45007;27677;66580
9352;19027;24719
93613;14831;96938
94346;96179;377
66765;62180;21705
25974;6996;62835
48620;74508;30122
77489;68498;81726
93679;3472;47549
67340;71584;12624
38588;78241;81024
5918;61820;30887
22088;41880;84674
470;56321;34604
29148;78916;82342
34408;32841;96317
71498;63389;70163
81683;80378;80746
39312;88349;15203
9328;93235;70153
97887;60307;95090
33259;99988;95836
95490;51811;30226
2239;4699;30362
70427;51201;32338
83482;30861;13115
90259;55412;11050
41898;6509;45269
7087;91395;13258
85336;165;57348
95096;84791;44501
19327;50358;49044
91469;51830;37662
42664;52777;26632
55316;39539;43003
70077;49931;84136
62764;97663;89027
4338;48121;54395
58787;52469;66856
28188;75289;44644
41735;20537;99977
89212;55157;79580
35914;62381;86104
72507;44286;80270
52919;3888;79098
33647;70746;24678
97417;14428;29072
8475;62252;45377
41362;56309;82676
28749;6920;18579
84067;58638;3837
27208;56604;76670
97221;52382;20268
21431;83199;30026
90098;8384;62903
84275;4165;73220
27543;46465;74133
20993;77856;13530
68142;3758;51784
36321;59360;22524
45318;32948;36108
31027;52266;19052
72505;76697;32473
85373;70479;92363
15105;73969;56454
11019;97327;11801
20741;34688;49208
31275;69091;7826
78926;31200;69064
64473;9702;8682
29399;14109;99313
80549;80030;95228
76777;86922;1853
7528;83068;18774
31093;78849;66448
15144;17272;95277
53516;62248;88024
68536;51621;50384
54224;62179;59863
36897;49125;23435
37014;38074;87530
6054;67416;47790
25790;75145;42719
17562;19720;79943
94457;29407;85413
38806;35545;58815
14065;60659;50207
53785;78664;97955
97251;7372;89723
89244;12351;60120
50156;28747;81445
32186;20870;59208
56893;94044;52014
15435;2875;98428
10103;67201;21515
82076;19574;42215
4628;80076;50446
13233;3408;73025
81162;20075;29065
89583;13843;67729
62019;3069;90817
94042;15276;2626
65774;65965;93411
18578;81412;94623
87806;52438;13242
74269;60869;29151
94447;56402;2204
37950;21875;58434
48267;82919;28810
28500;77928;68627
24261;56615;13492
59525;89274;97534
42080;72791;2192
